Rank;Sourceid;Title;Issn;SJR;Year;SJR Best Quartile;Categories
12666;19400157155;Hacettepe Journal of Mathematics and Statistics;2651477X, 13035010;0,369;2021;Q3;"Algebra and Number Theory (Q3); Analysis (Q3); Geometry and Topology (Q3); Statistics and Probability (Q3)"
12667;21100901159;International Journal of Child Care and Education Policy;19765681, 22886729;0,369;2021;Q2;"Community and Home Care (Q2); Sociology and Political Science (Q2); Education (Q3); Pediatrics (Q3); Pediatrics, Perinatology and Child Health (Q3)"
12668;22108;International Journal of Disability, Development and Education;1465346X, 1034912X;0,369;2021;Q2;"Health Professions (miscellaneous) (Q2); Developmental and Educational Psychology (Q3); Education (Q3); Health (social science) (Q3)"
12669;13089;International Journal of Polymer Analysis and Characterization;15635341, 1023666X;0,369;2021;Q2;"Chemical Engineering (miscellaneous) (Q2); Polymers and Plastics (Q2); Analytical Chemistry (Q3)"
12670;34885;Izvestiya Vysshikh Uchebnykh Zavedenij. Chernaya Metallurgiya;3680797;0,369;2021;Q2;"Metals and Alloys (Q2); Materials Science (miscellaneous) (Q3)"
12671;16502;Jianzhu Jiegou Xuebao/Journal of Building Structures;10006869;0,369;2021;Q3;"Building and Construction (Q3); Civil and Structural Engineering (Q3)"
12672;4700152642;Journal fur Verbraucherschutz und Lebensmittelsicherheit;16615751;0,369;2021;Q2;"Agronomy and Crop Science (Q2); Biotechnology (Q3); Food Animals (Q3); Food Science (Q3)"
12673;22536;Journal of Applied Ichthyology;14390426, 01758659;0,369;2021;Q3;Aquatic Science (Q3)
12674;24857;Journal of Cutaneous Pathology;16000560, 03036987;0,369;2021;Q3;"Dermatology (Q3); Histology (Q3); Pathology and Forensic Medicine (Q3)"
12675;55811;Journal of Cytology;09709371, 09745165;0,369;2021;Q3;"Histology (Q3); Pathology and Forensic Medicine (Q3)"
12676;19600162142;Leadership in Health Services;17511879, 17511887;0,369;2021;Q2;"Business, Management and Accounting (miscellaneous) (Q2); Health Policy (Q3)"
12677;29673;Medicina del Lavoro;257818;0,369;2021;Q3;"Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3)"
12678;14228;Progress in Rubber, Plastics and Recycling Technology;14777606, 14782413;0,369;2021;Q2;"Chemical Engineering (miscellaneous) (Q2); Polymers and Plastics (Q2); Materials Chemistry (Q3); Organic Chemistry (Q3)"
12679;26437;Social Science Journal;3623319;0,369;2021;Q2;"Sociology and Political Science (Q2); Social Psychology (Q3)"
12680;19900192002;Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften;18601804;0,369;2021;Q2;Earth and Planetary Sciences (miscellaneous) (Q2)
12681;21100911935;Applied Animal Science;25902873, 25902865;0,368;2021;Q2;"Animal Science and Zoology (Q2); Food Science (Q3)"
12682;21100808409;Arid Ecosystems;20790961, 20790988;0,368;2021;Q3;"Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Global and Planetary Change (Q3); Soil Science (Q3)"
12683;26771;Astrophysics and Space Science;0004640X, 1572946X;0,368;2021;Q3;"Astronomy and Astrophysics (Q3); Space and Planetary Science (Q3)"
12684;21100456858;Aula Abierta;02102773, 23412313;0,368;2021;Q3;Education (Q3)
12685;23359;Bioremediation Journal;15476529, 10889868;0,368;2021;Q3;Environmental Science (miscellaneous) (Q3)
12686;21100201755;Bogoslovni Vestnik;15812987, 00065722;0,368;2021;Q1;Religious Studies (Q1)
12687;16400154714;British Journal of Religious Education;17407931, 01416200;0,368;2021;Q1;"Religious Studies (Q1); Education (Q3)"
12688;24846;Critical Inquiry;15397858, 00931896;0,368;2021;Q1;"Cultural Studies (Q1); Arts and Humanities (miscellaneous) (Q2)"
12689;19700166610;Current Herpetology;13455834, 18811019;0,368;2021;Q2;Animal Science and Zoology (Q2)
12690;19700188157;Education 3-13;14757575, 03004279;0,368;2021;Q3;"Education (Q3); Life-span and Life-course Studies (Q3)"
12691;5600155948;European Law Journal;14680386, 13515993;0,368;2021;Q2;Law (Q2)
12692;19700188366;Gyroscopy and Navigation;20751109, 20751087;0,368;2021;Q2;"Computer Science (miscellaneous) (Q2); Control and Systems Engineering (Q3); Electrical and Electronic Engineering (Q3)"
12693;25965;Hamostaseologie;25675761, 07209355;0,368;2021;Q3;Hematology (Q3)
12694;29613;Health and Social Work;15456854, 03607283;0,368;2021;Q3;"Health (social science) (Q3); Social Work (Q3)"
12695;19700175021;Interdisciplinary Perspectives on Infectious Diseases;16877098, 1687708X;0,368;2021;Q3;"Infectious Diseases (Q3); Microbiology (medical) (Q3); Microbiology (Q4); Parasitology (Q4); Virology (Q4)"
12696;19900191967;Italian Journal of Agronomy;11254718;0,368;2021;Q2;Agronomy and Crop Science (Q2)
12697;25891;Journal of Macromolecular Science - Pure and Applied Chemistry;10601325;0,368;2021;Q2;"Chemistry (miscellaneous) (Q2); Polymers and Plastics (Q2); Ceramics and Composites (Q3); Materials Chemistry (Q3)"
12698;7000153211;Journal of Micro/ Nanolithography, MEMS, and MOEMS;19325134, 19325150;0,368;2021;Q3;"Atomic and Molecular Physics, and Optics (Q3); Condensed Matter Physics (Q3); Electrical and Electronic Engineering (Q3); Electronic, Optical and Magnetic Materials (Q3); Mechanical Engineering (Q3); Nanoscience and Nanotechnology (Q3)"
12699;21100334848;Management and Marketing;20698887, 18420206;0,368;2021;Q2;Business, Management and Accounting (miscellaneous) (Q2)
12700;18553;Northwestern University Law Review;293571;0,368;2021;Q2;Law (Q2)
12701;21100403900;Open Medicine (Poland);23915463;0,368;2021;Q3;Medicine (miscellaneous) (Q3)
12702;13661;Particulate Science and Technology;15480046, 02726351;0,368;2021;Q3;Chemical Engineering (miscellaneous) (Q3)
12703;16970;Pathologica;00312983, 1591951X;0,368;2021;Q3;Pathology and Forensic Medicine (Q3)
12704;10600153339;Perspectives in health information management / AHIMA, American Health Information Management Association;15594122;0,368;2021;Q3;Medicine (miscellaneous) (Q3)
12705;29676;Quantum Information and Computation;15337146;0,368;2021;Q3;"Computational Theory and Mathematics (Q3); Mathematical Physics (Q3); Nuclear and High Energy Physics (Q3); Physics and Astronomy (miscellaneous) (Q3); Statistical and Nonlinear Physics (Q3); Theoretical Computer Science (Q4)"
12706;21100901061;Sao Paulo Journal of Mathematical Sciences;19826907, 23169028;0,368;2021;Q3;"Computational Theory and Mathematics (Q3); Mathematics (miscellaneous) (Q3); Statistics, Probability and Uncertainty (Q3)"
12707;18086;Sociological Inquiry;1475682X, 00380245;0,368;2021;Q2;Sociology and Political Science (Q2)
12708;5000153107;Central Nervous System Agents in Medicinal Chemistry;18715249;0,367;2021;Q3;"Neuropsychology and Physiological Psychology (Q3); Molecular Medicine (Q4); Neuroscience (miscellaneous) (Q4)"
12709;5400152616;Cerne;1047760;0,367;2021;Q2;Forestry (Q2)
12710;16380;Chemical and Petroleum Engineering (English translation of Khimicheskoe i Neftyanoe Mashinostroenie);00092355, 15738329;0,367;2021;Q3;"Chemical Engineering (miscellaneous) (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geochemistry and Petrology (Q3)"
12711;21100873340;City, Territory and Architecture;21952701;0,367;2021;Q1;"Architecture (Q1); Geography, Planning and Development (Q2); Urban Studies (Q2)"
12712;21100400219;European Journal for Research on the Education and Learning of Adults;20007426;0,367;2021;Q3;Education (Q3)
12713;22623;Geochemical Journal;167002;0,367;2021;Q3;"Geochemistry and Petrology (Q3); Geophysics (Q3)"
12714;18489;Indian Journal of Tuberculosis;195707;0,367;2021;Q3;Infectious Diseases (Q3)
12715;4700152619;International Journal for Philosophy of Religion;207047;0,367;2021;Q1;Philosophy (Q1)
12716;20452;International Journal of Offshore and Polar Engineering;10535381;0,367;2021;Q3;"Civil and Structural Engineering (Q3); Mechanical Engineering (Q3); Ocean Engineering (Q3)"
12717;4900153220;International Journal on Semantic Web and Information Systems;15526283, 15526291;0,367;2021;Q3;"Computer Networks and Communications (Q3); Information Systems (Q3)"
12718;19642;Journal - American Water Works Association;15518833, 0003150X;0,367;2021;Q3;"Chemistry (miscellaneous) (Q3); Water Science and Technology (Q3)"
12719;16300154716;Journal for the Study of Religions and Ideologies;15830039;0,367;2021;Q1;"Philosophy (Q1); Religious Studies (Q1)"
12720;21100943253;Journal of Physics Communications;23996528;0,367;2021;Q3;Physics and Astronomy (miscellaneous) (Q3)
12721;12100156347;Journal of Public Procurement;15350118, 21506930;0,367;2021;Q3;Public Administration (Q3)
12722;34981;Journal of Social Welfare and Family Law;9649069;0,367;2021;Q2;"Law (Q2); Sociology and Political Science (Q2)"
12723;62444;Journal of Spatial Science;14498596, 18365655;0,367;2021;Q2;"Geography, Planning and Development (Q2); Atmospheric Science (Q3); Energy (miscellaneous) (Q3)"
12724;13691;Journal of Vinyl and Additive Technology;15480585, 10835601;0,367;2021;Q2;"Polymers and Plastics (Q2); Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Marketing (Q3); Materials Chemistry (Q3)"
12725;24552;Mathematica Scandinavica;255521;0,367;2021;Q3;Mathematics (miscellaneous) (Q3)
12726;19700188125;Molecular Syndromology;16618777, 16618769;0,367;2021;Q4;"Genetics (Q4); Genetics (clinical) (Q4)"
12727;21100203112;Philosophy, Psychiatry and Psychology;10863303, 10716076;0,367;2021;Q1;"Philosophy (Q1); Ecology (Q3); Psychiatry and Mental Health (Q3)"
12728;19869;Programming and Computer Software;16083261, 03617688;0,367;2021;Q3;Software (Q3)
12729;21100904322;Research Journal of Textile and Apparel;15606074, 25158090;0,367;2021;Q2;"Business and International Management (Q2); Industrial and Manufacturing Engineering (Q2); Management of Technology and Innovation (Q3); Materials Science (miscellaneous) (Q3)"
12730;29440;Review of Austrian Economics;15737128, 08893047;0,367;2021;Q2;Economics, Econometrics and Finance (miscellaneous) (Q2)
12731;13561;Revista Chilena de Historia Natural;0716078X, 07176317;0,367;2021;Q2;"Agricultural and Biological Sciences (miscellaneous) (Q2); Environmental Science (miscellaneous) (Q3)"
12732;26266;Rivista Italiana di Geotecnica;5571405;0,367;2021;Q3;Geotechnical Engineering and Engineering Geology (Q3)
12733;11500153309;Romanian Journal of Physics;1221146X;0,367;2021;Q3;Physics and Astronomy (miscellaneous) (Q3)
12734;21101038920;Society and Business Review;17465680, 17465699;0,367;2021;Q2;"Business and International Management (Q2); Business, Management and Accounting (miscellaneous) (Q2); Organizational Behavior and Human Resource Management (Q3); Strategy and Management (Q3)"
12735;26290;Tiedao Xuebao/Journal of the China Railway Society;10018360;0,367;2021;Q3;Mechanical Engineering (Q3)
12736;21100792813;Turczaninowia;15607267, 15607259;0,367;2021;Q3;"Biomaterials (Q3); Ecology (Q3); Ecology, Evolution, Behavior and Systematics (Q3); Organic Chemistry (Q3); Plant Science (Q3)"
12737;21100199843;Acta Mathematica Vietnamica;2514184;0,366;2021;Q3;Mathematics (miscellaneous) (Q3)
12738;21100469366;Agricultural Research;22497218, 2249720X;0,366;2021;Q2;"Agronomy and Crop Science (Q2); Food Science (Q3); Plant Science (Q3)"
12739;21100849723;BJA Education;20585357, 20585349;0,366;2021;Q2;Anesthesiology and Pain Medicine (Q2)
12740;12100155717;British Journal of Visual Impairment;17445809, 02646196;0,366;2021;Q3;Ophthalmology (Q3)
12741;130016;Cutaneous and Ocular Toxicology;15569527, 15569535;0,366;2021;Q3;"Medicine (miscellaneous) (Q3); Toxicology (Q4)"
12742;21100390168;Dutch Journal of Applied Linguistics;22117253, 22117245;0,366;2021;Q1;Linguistics and Language (Q1)
12743;28673;Educational Gerontology;03601277, 15210472;0,366;2021;Q3;"Education (Q3); Geriatrics and Gerontology (Q3)"
12744;19200157025;Engineering Economics;13922785;0,366;2021;Q2;"Business and International Management (Q2); Engineering (miscellaneous) (Q2); Economics and Econometrics (Q3)"
12745;24525;Ethics and International Affairs;8926794;0,366;2021;Q1;"Philosophy (Q1); Political Science and International Relations (Q2)"
12746;21100305226;Hungarian Geographical Bulletin;20645147, 20645031;0,366;2021;Q2;"Earth and Planetary Sciences (miscellaneous) (Q2); Geography, Planning and Development (Q2)"
12747;17318;IEEE Spectrum;189235;0,366;2021;Q3;Electrical and Electronic Engineering (Q3)
12748;19900192316;International Journal of Architectural Computing;14780771;0,366;2021;Q3;"Building and Construction (Q3); Computer Graphics and Computer-Aided Design (Q3); Computer Science Applications (Q3)"
12749;19700201639;International Journal of Rheumatology;16879260, 16879279;0,366;2021;Q3;"Rheumatology (Q3); Immunology (Q4)"
12750;4000148108;Journal of Chemical Health and Safety;18715532, 18780504;0,366;2021;Q3;"Chemical Health and Safety (Q3); Chemistry (miscellaneous) (Q3)"
12751;17500155115;Journal of Engineered Fibers and Fabrics;15589250;0,366;2021;Q3;Materials Science (miscellaneous) (Q3)
12752;32422;Journal of International Medical Research;14732300, 03000605;0,366;2021;Q3;"Biochemistry (Q3); Biochemistry (medical) (Q3); Medicine (miscellaneous) (Q3); Cell Biology (Q4)"
12753;34387;Medieval Archaeology;1745817X, 00766097;0,366;2021;Q1;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1)"
12754;5300152520;Papeles del Psicologo;2147823;0,366;2021;Q3;Psychology (miscellaneous) (Q3)
12755;14256;Protein and Peptide Letters;09298665, 18755305;0,366;2021;Q3;"Biochemistry (Q3); Medicine (miscellaneous) (Q3); Structural Biology (Q4)"
12756;18728;Psychiatry, Psychology and Law;19341687, 13218719;0,366;2021;Q2;"Law (Q2); Pathology and Forensic Medicine (Q3); Psychiatry and Mental Health (Q3); Psychology (miscellaneous) (Q3)"
12757;21101042316;Quantum Beam Science;2412382X;0,366;2021;Q3;"Atomic and Molecular Physics, and Optics (Q3); Nuclear and High Energy Physics (Q3)"
12758;14054;SORT;16962281, 20138830;0,366;2021;Q3;"Management Science and Operations Research (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)"
12759;17821;Turkish Journal of Botany;1300008X, 13036106;0,366;2021;Q3;Plant Science (Q3)
12760;21101052930;Acta Acustica;10224793, 26814617;0,365;2021;Q3;"Acoustics and Ultrasonics (Q3); Computer Science Applications (Q3); Electrical and Electronic Engineering (Q3); Speech and Hearing (Q3)"
12761;24027;American Journal of Dance Therapy;15733262, 01463721;0,365;2021;Q3;Psychiatry and Mental Health (Q3)
12762;23932;Analytical Letters;1532236X, 00032719;0,365;2021;Q3;"Analytical Chemistry (Q3); Biochemistry (Q3); Biochemistry (medical) (Q3); Electrochemistry (Q3); Spectroscopy (Q3); Clinical Biochemistry (Q4)"
12763;21101052352;Annals of Eye Science;25204122;0,365;2021;Q3;Ophthalmology (Q3)
12764;21101048534;Apunts Sports Medicine;26665069;0,365;2021;Q3;"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3)"
12765;145207;Asia Europe Journal;16102932;0,365;2021;Q2;"Business, Management and Accounting (miscellaneous) (Q2); Social Sciences (miscellaneous) (Q2)"
12766;15713;Asian Survey;00044687, 1533838X;0,365;2021;Q2;"Geography, Planning and Development (Q2); Sociology and Political Science (Q2)"
12767;22804;Chemical Papers;03666352, 13369075;0,365;2021;Q2;"Industrial and Manufacturing Engineering (Q2); Biochemistry (Q3); Chemical Engineering (miscellaneous) (Q3); Chemistry (miscellaneous) (Q3); Materials Chemistry (Q3)"
12768;19418;Clinical Nephrology;3010430;0,365;2021;Q3;"Medicine (miscellaneous) (Q3); Nephrology (Q3)"
12769;13504;Diagnostica;121924;0,365;2021;Q3;Clinical Psychology (Q3)
12770;19700174889;Drug Target Insights;11773928;0,365;2021;Q2;"Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q2); Medicine (miscellaneous) (Q3); Pharmacology (medical) (Q3); Clinical Biochemistry (Q4)"
12771;28630;Geografiska Annaler, Series A: Physical Geography;04353676, 14680459;0,365;2021;Q2;"Geography, Planning and Development (Q2); Geology (Q3)"
12772;19470;Information Resources Management Journal;15337979, 10401628;0,365;2021;Q2;"Business and International Management (Q2); Library and Information Sciences (Q2); Strategy and Management (Q3)"
12773;12400154727;International Journal of Coal Preparation and Utilization;19392699, 19392702;0,365;2021;Q3;"Chemical Engineering (miscellaneous) (Q3); Energy Engineering and Power Technology (Q3); Fuel Technology (Q3); Geotechnical Engineering and Engineering Geology (Q3); Mechanical Engineering (Q3)"
12774;145580;International Journal of Peptide Research and Therapeutics;15733149, 15733904;0,365;2021;Q3;"Analytical Chemistry (Q3); Biochemistry (Q3); Bioengineering (Q3); Drug Discovery (Q3); Molecular Medicine (Q4)"
12775;31004;Journal of Agricultural Science;00218596, 14695146;0,365;2021;Q2;"Agronomy and Crop Science (Q2); Animal Science and Zoology (Q2); Genetics (Q4)"
